news_id|titulo|categoria|resumen|date_id
80|Usted podría estar usando mal el tapabocas y los guantes sin saberlo|Salud|La Asociación Colombiana de Infectología dijo que incluso pueden aumentar el riesgo de contagio.|58
81|Hospitales del país se alistan para ola de enfermos por covid-19|Salud|El número de camas, si bien se está ampliando, parece escaso ante las proyecciones.|59
82|Ya son 608 casos de Coronavirus en Colombia; se reportaron 69 nuevos|Salud|No se informaron nuevos fallecimientos. La cifra se mantiene en seis|59
83|'Tomamos medidas para quitarles presión a trabajadores independientes'|Salud|El presidente Duque aclaró las dudas de la ciudadanía en el marco de la cuarentena nacional.|59
84|'Hay que aumentar la capacidad de atención en cuidados intensivos’|Salud|Henry Gallardo, director de la Fundación Santa Fe, dice que mayoría de las personas estarán sanas.|59
85|Medidas preventivas para quienes prestan servicios domiciliarios|Salud|Estas orientaciones se establecen para personas, trabajadores, propietarios y administradores.|59
86|La urgencia de reforzar las medidas contra la covid-19|Salud|Aunque los números actuales dan cierto optimismo, la evolución de la pandemia exige más controles.|59
87|Coronavirus: Reportan 4 muertos en nuevo informe; cifra se eleva a 10|Salud|Ministerio de Salud reporta que casos llegaron a 702. Se informa de 94 nuevos este domingo.|60
88|OIEA dona a Colombia equipos para mejorar detección de covid-19|Salud|Presidente Iván Duque agradeció el gesto a través de redes sociales.|60
89|Lo que se sabe de las cuatro nuevas muertes por covid-19 en Colombia|Salud|Dos de los fallecidos pasaron a ser las víctimas más jóvenes del coronavirus en el país.|60
90|¿Puedo tener relaciones sexuales durante emergencia por coronavirus?|Salud|El Ministerio de Salud diseñó un abecé con recomendaciones y preguntas frecuentes sobre el tema.|60
91|Así va la carrera para lograr vacunas y medicamentos para la covid-19|Salud|Científicos en todo el mundo trabajan ya en 20 vacunas y en 30 medicamentos potenciales.|61
92|El dispositivo que da esperanzas para tratar neumonía del coronavirus|Salud|Ingenieros desarrollaron un aparato que puede aliviar la carga a unidades de cuidados intensivos.|61
93|Jonhson & Johnson probará en septiembre vacuna contra coronavirus|Salud|Emplea la misma tecnología que usó para desarrollar una vacuna-candidata contra el virus del ébola.|61
94|Mitad de las muertes por covid-19, sin nexo epidemiológico claro|Salud|A siete de los 14 fallecimientos en el país no se les ha encontrado cómo se contagiaron.|61
95|Asciende a 16 el número de muertes por coronavirus en Colombia|Salud|El reporte más reciente del Ministerio de Salud da cuenta, además, de 108 casos nuevos de contagio.|62
96|Colombia ha entrado en fase de mitigación de la pandemia de covid-19|Salud|Así lo anunció el Ministerio de Salud tras el aumento de casos sin nexo epidemiológico claro.|62
97|Medicina virtual: la salud a través de una pantalla|Salud|Esta práctica viene revolucionando la atención tradicional. Entre sus ventajas está la agilidad.|62
98|Universidad del Rosario, autorizada a tomar pruebas de covid-19|Salud|Será la primera institución de educación en hacerlo. Podrá tomar hasta 100.000 muestras.|62
99|Miedo y ansiedad: las afecciones a la salud mental por aislamiento|Salud|Estas medidas en una sociedad tan activa pueden llevar al estrés, angustia, insomnio y depresión.|64
100|Las tres muertes por covid-19 en Colombia que más inquietan|Salud|No presentaban comorbilidades mayores. La más reciente: un hombre de 33 años en Bogotá.|64
101|Colombia, entre 50 países con más casos de covid-19, ¿qué significa?|Salud|El número de casos en el país es muy inferior al de otros con poblaciones similares.|65
102|Advierten sobre los riesgos de la automedicación contra el coronavirus|Salud|Diferentes institutos se pronuncian acerca de sustancias como la cloroquina y la hidroxicloroquina.|65
103|Asciende a 25 el número de muertes por coronavirus en Colombia|Salud|El reporte más reciente de Minsalud da cuenta de 106 nuevos casos. 55 pacientes se han recuperado.|65
104|Amplían plazo para elegir gerentes y directores de hospitales públicos|Salud|Un Decreto presidencial establece el 15 de mayo como fecha límite.|65
105|¿Están las mujeres embarazadas en mayor riesgo frente al coronavirus?|Salud|Un médico especialista en ginecología responde algunas de las preguntas de las futuras madres.|65
106|Siete nuevas muertes por coronavirus en Colombia; cifra asciende a 32|Salud|El reporte más reciente del Ministerio de Salud da cuenta, además, de 139 casos nuevos de contagio.|66
107|Desmienten que cuerpo abandonado en Cali fuera de muerto por covid-19|Salud|Autoridades de la ciudad y del departamento pidieron no replicar ‘fake news’.|66
108|‘Las epidemias son como mirarse al espejo de la humanidad’|Salud|El mayor experto sobre historia de epidemias afirma que tocan las fibras íntimas de los humanos.|67
109|Tres nuevas muertes por coronavirus; van 1.485 contagios|Salud|El reporte más reciente del Ministerio de Salud da cuenta, además, de 79 pacientes nuevos.|67
110|'Hoy, Nueva York es una ciudad que parece morir lentamente'|Salud|Joven colombiano cuenta su experiencia desde esta ciudad, en medio del avance del coronavirus.|68
111|Él, 65, y ella, 67: campesinos, humildes y víctimas de covid-19|Salud|Esta es la historia de la pareja de esposos que falleció en las últimas horas en Villapinzón.|68
112|‘La resiliencia es clave en estos momentos’: Daniel Goleman|Educación|El psicólogo y autor de ‘Inteligencia emocional’ analiza los desafíos que plantea esta cuarentena.|68
113|Claves para cuidar la salud mental y manejar la ansiedad|Salud|Hay acciones que pueden ayudar a manejar situaciones de estrés de la forma más calmada posible.|68
114|Gobierno autoriza la hidroxicloroquina y cloroquina para covid-19|Salud|Minsalud deja a discreción de los médicos uso de los medicamentos. Efectividad aún está en estudio.|68
115|¡No se deje meter cuentos! Lo que debe saber sobre el coronavirus|Salud|No entre en pánico y mejor infórmese bien sobre la realidad y los alcances de esta enfermedad.|69
116|Lo que debe saber sobre los medicamentos que avalaron contra covid-19|Salud|Minsalud los autorizó en Colombia como opción de tratamiento, solo para uso por especialistas.|69
117|11 nuevas muertes por coronavirus en Colombia, ya son 46|Salud|Según el último reporte del Minsalud, el número de contagiados llegó a 1.579.|69
118|Pasajes de avión, celulares, medicinas y otros abusos contra la gente|Salud|En medio de la pandemia mundial de covid-19 han surgido actos solidarios, pero también atropellos.|69
119|Asciende a 50 el número de muertes por coronavirus en Colombia|Salud|El reporte más reciente de Minsalud da cuenta de 4 nuevos casos. 100 pacientes se han recuperado.|70
120|Soy médico, no un riesgo|Salud|El editor de Salud de EL TIEMPO reflexiona sobre recientes hechos de maltrato a médicos del país.|70
121|¿Por qué 3 de 4 afectados por coronavirus tienen menos de 60 años?|Salud|Con datos aún incipientes, esta es la tendencia que se vislumbra en Colombia. Expertos responden.|70
122|Asciende a 55 el número de muertes por covid-19 en Colombia|Salud|Según el reporte más reciente de Minsalud, los pacientes en el país ya son 2.054.|70
123|'No hay que entrar en el debate de la plata o la vida'|Salud|Así lo asegura Julio César Castellanos, director del Hospital Universitario San Ignacio.|70
124|Muertes por covid-19 aumentan 70 % en una semana y llegan a 87.000|Salud|Los contagios alcanzaron este miércoles el millón y medio en todo el mundo.|70
125|Hay 11 nuevos fallecidos: Colombia ya tiene 80 muertos por coronavirus|Salud|El Ministerio de Salud también informó que el país registra, en total, 2.473 casos de contagio.|72
126|Kit de primeros auxilios mentales para cuarentenas y aislamientos|Salud|¿Cómo hacer más llevadero este tiempo y qué hacer para cuidar el bienestar emocional?|73
127|Así deben cuidarse del covid-19 los pacientes con pérdida auditiva|Salud|La persona con pérdida auditiva debe limpiar con frecuencia los aparatos tecnológicos que utilice.|73
128|Suben a 86 los pacientes en estado crítico por covid-19 en Colombia|Salud|El país trabaja para ampliar el número de camas en las UCI, pero contagiados graves también crecen.|73
129|Primera muerte de un médico en el país por coronavirus|Salud|Se trata de un médico de 33 años en la Clínica Colombia, en Bogota.|73
130|Muere un segundo médico por coronavirus en Bogotá|Salud|Se trata de William Gutiérrez, quien estaba internado en el Hospital Militar.|73
131|Despiden con aplausos al primer médico muerto en Colombia por covid-19|Salud|Era médico de urgencias. Comenzó síntomas el 22 de marzo. Deja una esposa y dos hijos.|73
132|20 clínicas y hospitales serán reabiertos para atender la emergencia|Salud|Superintendente de Salud dijo que entre ellos están todos los centros médicos de antigua SaludCoop.|73
133|La lamentable primera muerte de un médico por covid-19 en el país|Salud|Muerte de médico pone sobre la mesa el elevado riesgo al que está expuesto el personal de la salud.|74
134|Covid-19: Termina la primera cuarentena; así va la batalla|Salud|Tras 19 días de aislamiento obligatorio, el país empieza a ver la verdadera cara de la pandemia.|74
135|¿Quién era el segundo médico que murió por coronavirus en Colombia?|Salud|William Gutiérrez falleció este sábado en el Hospital Militar. Era anestesiólogo e intensivista.|74
136|Covid-19: Se registran otras 9 muertes en el país; van 109 decesos|Salud|El Ministerio de Salud también reportó que los contagios llegaron a 2.776. Ya hay 270 recuperados.|74
137|Coronavirus: la carga viral de los pacientes y el peligro en médicos|Salud|En la lucha contra la pandemia de covid-19 los trabajadores de salud se están contagiando y mueren.|75
138|Hijo del primer médico muerto por covid-19 también tiene el virus|Salud|Tiene apenas un año. La noticia fue confirmada por la madre del fallecido doctor Carlos Nieto Rojas.|75
139|'La covid-19 es 10 veces más mortífera que el H1N1': OMS|Salud|La pandemia de gripe A (H1N1) ocurrió entre 2009-2010 y dejó más de 18.000 muertos.|75
140|Piden mantener en reserva la identidad de los pacientes de coronvirus|Salud|El llamado lo hizo la SIC, que recordó que esta información está protegida por la Ley de Datos.|75
141|Médicos rechazan norma que los obliga a estar disponibles en pandemia|Salud|Alegan que no tienen elementos de protección suficientes ni salarios dignos. Convocan a plantón.|75
142|El mundo se acerca a los dos millones de contagios por coronavirus|Salud|La pandemia ya deja más de 120 mil muertos, la mayoría de ellos en Europa.|76
143|‘Las mascotas no transmiten el coronavirus a los humanos': U. Nacional|Salud|Según la Universidad Nacional, aún no hay evidencia científica suficiente en este sentido.|76
144|Asciende a 112 la cifra de muertes por covid-19 en Colombia|Salud|Reporte reciente de Minsalud da cuenta, además, de 76 nuevos contagios y 319 pacientes recuperados.|76
145|Defensoría apoya decreto que declara covid-19 como enfermedad laboral|Salud|La entidad anunció su respaldo a la disposición que aplicará para trabajadores de la salud.|76
146|'Beber alcohol no mata el coronavirus'|Salud|Así lo aseuró la OMS tras intoxicaciones masivas en Italia, donde mil personas resultaron afectadas.|77
147|Beber alcohol no mata el coronavirus, dice la OMS tras intoxicaciones|Salud|En Irán más de 1.000 personas resultaron intoxicadas tras beber alcohol industrial.|77
148|Otros dos médicos fallecen por covid-19 en Colombia|Salud|El Ministerio de Salud confirmó la noticia a través de la red social Twitter.|77
149|‘La imprudencia siempre será el mayor de los riesgos’|Salud|El infectólogo Carlos Álvarez habla sobre el reto de desempeñar su profesión durante la pandemia.|77
150|Atención a domicilio: una de las curas para descongestionar hospitales|Salud|Yann Hedoux, presidente de Emi, explica el aumento de servicios en casa y virtuales tras covid-19.|78
151|Un mes de esfuerzos y aprendizajes sobre la pandemia de covid-19|Salud|Este domingo se cumple un mes desde el primer caso en Colombia. ¿Qué se ha hecho y a dónde vamos?|78
152|En plena pandemia, médicos denuncian rechazo y maltrato|Salud|Profesionales de la salud aseguran que covid-19 ha motivado que se les cierren las puertas.|78
153|EPS deben practicar pruebas rápidas para covid-19|Salud|Así lo anunció el ministro de Salud y Protección Social, Fernando Ruíz Gómez.|79
154|Factores que valoran los gobiernos para levantar o mantener cuarentena|Salud|¿Reanudar las actividades o extender el confinamiento? Esa es la pregunta que decenas de gobiernos.|79
155|Optimismo por ensayos clínicos con retroviral Remdesivir|Salud|Los investigadores han encontrado que la droga puede frenar la replicación del coronavirus.|79
156|13 muertes más por coronavirus en Colombia; ya van 166|Salud|El reporte más reciente de Minsalud da cuenta de 182 nuevos contagios y 691 pacientes recuperados.|80
157|Explicando la pandemia a los niños|Educación|Ante las dudas de los pequeños frente al covid-19, es mejor hablar claro. Algunos consejos.|81
158|Movilizar a los médicos por las calles de una ciudad desolada|Salud|Un servicio les permite usar vehículos durante la pandemia de forma gratuita.|81
159|Expertos piden que decisiones sobre la cuarentena se basen en datos|Salud|No hacerlo sería perder todo lo avanzando conteniendo la pandemia en las últimas semanas, dicen.|81
160|13 muertes más por coronavirus en Colombia; ya van 179|Salud|El reporte más reciente de Minsalud da cuenta de 171 nuevos contagios y 711 pacientes recuperados.|81
161|Respiradores, una carrera vital para enfrentar el coronavirus|Salud|Los afectados graves dependen de ventiladores que escasean. Se exploran ofertas nacionales.|82
162|OMS aconseja prohibir venta de carne de animales salvajes en mercados|Salud|Dice que esta decisión podría ayudar a prevenir pandemias como la del coronavirus.|82
163|Distanciamiento social debería mantenerse hasta 2024, revela estudio|Salud|Para los investigadores, las medidas frente al covid-19 cumplirían su primera etapa en 2022.|82
164|Renuncia masiva de médicos en el único hospital público de Amazonas|Salud|Profesionales de la salud en Leticia denuncian que no tienen elementos de protección.|82
165|'Unos 926 municipios no tienen coronavirus y hay que protegerlos'|Salud|El director de Cosesam, Julio Rincón, habla de lo que viven 16 millones de personas en estas zonas.|82
166|Esto viene para el sistema de salud que enfrenta al covid-19|Salud|Fortalecer zonas de atención del virus pero contar con espacios libres para otro tipo de pacientes.|83
167|Hay 169 profesionales de la salud infectados con covid-19 en Colombia|Salud|La mayoría son médicos y enfermeros. Representan el 4,25 % de todos los contagios, según el INS.|83
168|Lo que se sabe de los siete nuevos fallecidos por covid-19 en el país|Salud|Los casos se registraron en el Valle del Cauca y Bogotá. Ya se reportan 196 muertes en el país.|84
169|Advierten los efectos de falsos negativos en pruebas covid-19|Salud|Estudio de Mayo Clinic asegura que estos resultados pueden impactar en la atenuación de la pandemia.|84
170|Estudio dice que covid-19 atacaría vasos sanguíneos de varios órganos|Salud|La investigación, publicada en 'The Lancet', fue hecha por el Hospital Universitario de Zurich.|84
171|Siemens donó unidad médica para la atención de coronavirus|Salud|La operará la Cruz Roja Colombiana y será destinada a la lucha contra la pandemia en el país.|84
172|Lo que se sabe sobre el bebé que falleció por covid-19 en Cundinamarca|Salud|Era un pequeño de un mes y una semana de vida. Murió anoche en Bogotá.|84
173|Un bebé de un mes y siete días murió en Cundinamarca por coronavirus|Bogotá|Así lo indicó el Minsalud en su reporte más reciente. Se convierte en la víctima mortal más joven.|84
174|33 % de casos de coronavirus en Pereira están en clínica Los Rosales|Salud|En ese centro de salud hay 48 infecciones y se esperan resultados de más pruebas.|85
175|Clínica en Bogotá llega a 45 casos, y se esperan más pruebas|Salud|Hay 40 trabajadores de la salud y cinco pacientes infectados. Uno está en cuidados intensivos.|86
176|'Tico': palabras en honor a un señor médico|Salud|Héctor Garrido dejó un enorme legado en sus familiares y pacientes. Acróstico en su honor.|86
177|Este es el protocolo de bioseguridad para regresar al trabajo|Salud|Ministerio de Salud firmó resolución 666, que establece medidas y precauciones.|86
178|Respuestas a 10 dudas comunes sobre protocolo para regreso al trabajo|Salud|El gobierno ya expidió resolución que aplicará a partir del próximo 27 de abril.|86
179|Hay 306 trabajadores de la salud contagiados de covid-19 en Colombia|Salud|El Instituto Nacional de Salud entregó nuevo balance. La mayoría son médicos.|86
180|No hay pruebas de que infectados con covid-19 estén inmunizados: OMS|Salud|Asegura que la eficacia de la inmunidad con anticuerpos no está demostrada en este momento.|87
181|Ya hay más de 200.000 muertos por coronavirus en el mundo|Salud|OMS alertó sobre riesgos de entregar 'pasaportes inmunitarios', pues podrían propagar la pandemia.|87
182|8 muertes más por covid-19 en Colombia; ya son más de 5.000 contagios|Salud|Además, el número de pacientes recuperados llegó a 1.067 en el país.|87
183|La ventajas de la Terapia ‘en línea’ en tiempos de cuarentena|Salud|Los profesionales se han adaptado a las plataformas digitales para ofrecer sus servicios.|88
184|11 nuevas muertes por covid-19 en Colombia, ya son 244|Salud|Además, de acuerdo con el reporte más reciente del Minsalud, la cifra de contagios ascendió a 5.379.|88
185|'El tratamiento estará antes que la vacuna del covid-19'|Salud|Javier Jaimes es un colombiano que trabaja para entender la estructura del virus. Entrevista.|89
186|Cómo seguir la rehabilitación de niños afectados por pérdida auditiva|Salud|Durante la emergencia por covid-19, no se debe olvidar la interacción, con el habla y el lenguaje.|89
187|‘Llevo tres semanas esperando saber si mi mamá murió de covid-19’|Salud|Tres historias que revelan demoras injustificadas en entrega de resultados de pruebas sospechosas.|90
188|El balance de la OMS tras 3 meses de emergencia sanitaria en el mundo|Salud|A la fecha hay casi 3 millones de casos de covid-19, mientras los fallecimientos diarios disminuyen.|91
189|Sube a 278 la cifra de muertes por coronavirus en el país|Salud|El Ministerio de Salud reportó 9 fallecimientos más. Los casos de covid-19 son 6.207.|91
190|Gobierno recibe 20.000 pruebas de covid-19 donadas por Sarmiento A.|Salud|Esta es la primera parte de una donación de 300.000 kits de pruebas de detección del coronavirus.|91
